uid,str_p50,str_p75,str_p90,str_p95,str_p97,str_p99,str_max,str_iqr,lp_mean,lp_std,lp_cv,lp_max,lp_med,lp_p75,lp_p90,lp_p95,lp_p99,lp_skew,lp_sbr,lp_gmean,lp_gmax,rp_mean,rp_std,rp_cv,rp_max,rp_med,rp_p75,rp_p90,rp_p95,rp_p99,rp_skew,rp_sbr,rp_gmean,rp_gmax,lc_mean,lc_std,lc_cv,lc_max,lc_med,lc_p75,lc_p90,lc_p95,lc_p99,lc_skew,lc_sbr,lc_gmean,lc_gmax,rc_mean,rc_std,rc_cv,rc_max,rc_med,rc_p75,rc_p90,rc_p95,rc_p99,rc_skew,rc_sbr,rc_gmean,rc_gmax,asym_put,asym_cau,pc_ratio_l,pc_ratio_r,min_pc_ratio,sum_put,sum_cau,put_cau_ratio
0dk0get8,1.8575048,3.1094508,4.683377,5.4916663,6.009717,6.7194843,7.7505884,1.7701149,2.297113,1.2194874,0.5308783,6.444878,1.8768487,2.8752627,4.297535,4.930563,5.873469,1.20176100730896,2.297113,0.3225123,2.5290005,3.4737306,1.5692967,0.45176122,7.4941525,3.3343198,4.641367,5.7706766,6.181048,7.148819,0.29815873503685,3.4737306,0.5777167,4.3664255,1.358183,0.5500344,0.40497813,3.912548,1.2847291,1.5779753,2.0328262,2.4493256,3.249532,1.2906608581542969,1.358183,0.16989243,0.93502545,2.591399,1.5767146,0.6084415,7.7505884,2.075574,3.3435903,5.0615797,5.975207,7.185007,1.1771453619003296,2.591399,0.43234104,3.8406625,0.20389006,0.3122396,1.6913133,1.3404846,1.3404846,5.7708435,3.949582,1.4611276
t63j3r30,0.7916888,1.2821393,1.658896,1.9262882,2.1250749,2.441383,2.826076,0.8835292,0.9670345,0.49010482,0.50681216,2.5786324,0.9227081,1.3066368,1.5452806,1.7829245,2.4135537,0.5695689916610718,0.9670345,0.15890096,0.93767947,0.94816816,0.5692724,0.6003918,2.5132422,0.8991762,1.3556796,1.7188485,1.9232185,2.3315217,0.22205229103565216,0.94816816,0.18828389,1.0363544,0.70768833,0.6683657,0.9444351,2.822584,0.5275276,1.1471958,1.6189138,2.0136316,2.5615492,0.8352240920066833,0.70768833,0.24428399,2.1758814,0.82632643,0.6260864,0.75767446,2.826076,0.7217297,1.2712659,1.7125905,1.9370656,2.37514,0.46446341276168823,0.82632643,0.24517807,1.8319657,0.009850843,0.07733831,1.3664695,1.1474499,1.1474499,1.9152026,1.5340147,1.2484903
me8f8409,1.4392895,2.0815074,3.9302557,5.4846516,6.4897494,8.096928,9.443626,1.0271846,1.9059794,1.0970532,0.575585,6.6717696,1.6858759,2.1939611,3.2971141,4.279044,6.062588,1.9094971418380737,1.9059794,0.2777332,4.5665874,3.0020006,2.2935286,0.76400006,9.443626,2.1198156,4.1535635,6.822171,7.995749,9.001066,1.0865451097488403,3.0020006,0.8698504,8.617221,1.3622482,0.50025696,0.36722893,4.672358,1.325388,1.5755951,1.8092719,2.076461,3.4278073,2.285048484802246,1.3622482,0.16725002,1.0999599,1.7669121,1.486327,0.84120035,8.916807,1.1980505,1.770283,3.7594206,5.2498693,7.452032,2.3767919540405273,1.7669121,0.3528399,7.5613966,0.2233141,0.1293203,1.3991425,1.6990095,1.3991425,4.90798,3.1291604,1.5684655
82n2atqy,2.0888443,3.1174624,4.6187077,5.3571453,5.761969,6.3666673,7.2964716,1.5327024,2.0095618,0.8825636,0.4391821,5.3304935,1.7702432,2.253306,3.2864046,4.02113,4.874795,1.508156657218933,2.0095618,0.27305654,1.1003951,2.2979672,0.8667224,0.3771692,5.626305,2.0959175,2.5539114,3.5534022,4.18089,5.117565,1.3887487649917603,2.2979672,0.25081927,1.226588,1.9645715,0.71972334,0.3663513,5.003326,1.8810296,2.3050346,2.8383749,3.3363702,4.3389564,1.0448929071426392,1.9645715,0.25709936,1.5197016,3.5239692,1.6219255,0.4602553,7.2964716,3.48277,4.8153567,5.7583804,6.168057,6.759317,0.11768245697021484,3.5239692,0.45810288,2.8756883,0.06695379,0.28411883,1.0229008,0.6520963,0.6520963,4.307529,5.4885406,0.7848223
yv37dia5,2.5997086,3.7404404,5.337804,6.375072,7.008862,7.7470484,8.801367,1.9771869,3.2716,1.4804871,0.45252693,8.230753,2.9586947,3.9850736,5.4012365,6.406098,7.6941967,1.05204439163208,3.2716,0.43724877,1.5436559,2.433354,1.1506346,0.47285956,6.948451,2.3919158,3.0506115,3.8558505,4.4734683,5.634614,0.5654908418655396,2.433354,0.3408157,2.1665118,2.9981127,1.7494246,0.5835086,8.801367,2.5405002,3.8794746,5.636583,6.793248,8.205929,1.111741304397583,2.9981127,0.47018662,2.024516,2.9079084,1.8592163,0.6393655,8.683219,2.4154274,4.018283,5.8218603,6.7212305,7.712023,0.8879237771034241,2.9079084,0.6297592,2.8795972,0.14693302,0.015273267,1.0912198,0.8368055,0.8368055,5.704954,5.906021,0.9659556
u6hc36ko,5.62658,8.416461,11.478373,13.318439,14.243652,15.790228,18.173656,4.9028797,7.1980543,3.3741949,0.46876484,18.03623,6.5082464,9.3004875,12.150315,13.493709,16.261587,0.7172662019729614,7.1980543,1.1734209,10.243062,5.316837,2.1829536,0.41057375,11.950882,5.309473,6.4781013,8.328413,9.561501,10.836165,0.3858271539211273,5.316837,0.87003934,9.498814,6.331816,4.2619476,0.67310035,18.173656,5.2254467,8.97846,13.364389,14.9638195,16.740437,0.8623829483985901,6.331816,1.1641876,9.274607,6.1265244,3.338942,0.54499775,15.656671,5.3676977,8.404701,11.236003,12.652118,14.574709,0.715816855430603,6.1265244,0.97743803,8.402382,0.15031832,0.016478257,1.1368072,0.867839,0.867839,12.514891,12.458341,1.0045391
f8krd5eq,2.7036629,4.0227776,7.6237526,10.009622,10.869391,12.160819,13.505299,2.0937467,4.207712,2.5269747,0.60055786,12.646593,3.0996685,4.7889147,8.501531,10.394064,11.974403,1.6110252141952515,4.207712,0.7884515,10.029405,4.1552925,2.8973722,0.6972728,12.995371,3.0961716,5.35293,8.903401,10.614628,12.411489,1.319152593612671,4.1552925,0.9212414,11.098612,2.6191828,1.8167648,0.693638,11.41424,2.1204572,2.7062085,4.7220564,7.0551467,10.041252,2.5060455799102783,2.6191828,0.45161036,8.847417,3.409919,2.7118583,0.7952852,13.505299,2.4936395,3.6720948,7.6901426,10.283199,12.491363,1.9029626846313477,3.409919,0.6883005,11.062548,0.0062680417,0.13115323,1.6064981,1.2185898,1.2185898,8.363005,6.029102,1.3871062
y08p0fod,0.95128715,1.9209354,3.3014276,4.530674,5.89006,8.354663,10.813735,1.6337149,1.0086426,1.4042214,1.3921894,9.141957,0.69364166,1.6765625,2.5570443,3.3756492,6.6898904,1.978161096572876,1.0086426,0.52277225,7.8997207,0.63940156,1.2593565,1.9695863,10.303912,0.2788042,0.96017796,1.8115482,2.8133435,5.8916974,3.2552661895751953,0.63940156,0.53010744,8.04798,2.0108497,1.9804112,0.98486286,9.694963,1.3573403,2.4033358,4.639515,7.047807,8.780518,1.8989306688308716,2.0108497,0.7301943,9.639609,1.67514,1.5918186,0.95026,10.813735,1.2891841,2.356964,3.5752885,4.466175,7.8768816,1.9493651390075684,1.67514,0.6700731,10.153057,0.224048,0.091077216,0.50160015,0.38170037,0.38170037,1.6480441,3.6859899,0.44711033
ro8bnp84,2.8813999,4.678611,8.163917,9.962558,11.180109,12.8748665,14.517684,2.4697626,3.346708,1.5826397,0.47289446,9.873093,2.8365455,3.7181695,5.6259665,6.9265184,8.803275,1.7300101518630981,3.346708,0.4589095,3.7760918,4.7427607,2.3968394,0.505368,11.643212,4.120053,6.2708826,8.604744,9.642514,10.897409,0.8141644597053528,4.7427607,0.77830386,7.7159715,2.5840895,1.1111128,0.42998233,7.9964786,2.3693478,2.8872354,3.8214,4.9560556,6.943077,2.0201406478881836,2.5840895,0.35773045,3.371194,5.054235,3.6365776,0.719511,14.517684,3.1517518,7.6532273,11.113285,12.327556,13.779443,0.9260425567626953,5.054235,1.0677122,10.193218,0.17257655,0.32338837,1.2951208,0.9383736,0.9383736,8.089469,7.6383247,1.0590632
dyt9moge,1.6027812,2.754128,5.1022897,6.1821556,6.6939793,7.318798,7.9418893,1.7006831,2.6204338,1.8056539,0.68906677,7.9418893,1.8715479,3.6327028,5.6570163,6.4458604,7.378125,1.1144486665725708,2.6204338,0.56886065,4.8178244,2.7823274,1.9327348,0.6946468,7.5395293,1.9933889,4.0911665,5.9789324,6.704427,7.346258,0.9000997543334961,2.7823274,0.6157448,6.241784,1.797418,0.8660278,0.4818177,5.9717264,1.635552,2.0755827,2.8444614,3.6498568,4.846716,1.5608118772506714,1.797418,0.26500556,4.1183515,1.8795724,1.7945117,0.95474464,7.836919,1.068614,2.2357383,5.017862,6.2238235,7.370799,1.657558798789978,1.8795724,0.48659143,6.5661683,0.029964974,0.022342835,1.4578878,1.480298,1.4578878,5.4027615,3.6769905,1.4693433
4qxxva2i,1.9534883,3.2065468,6.0939617,7.5994525,8.509921,9.750255,11.021012,1.7634248,1.8313595,0.780318,0.42608675,4.627514,1.6872864,2.2179356,2.838764,3.5384219,4.3366127,1.1641167402267456,1.8313595,0.27829668,2.971806,4.0609717,2.5331526,0.6237799,10.528157,3.7896876,6.097087,7.6138067,8.647502,9.808857,0.43627840280532837,4.0609717,0.8694062,7.7009954,1.7820332,0.582938,0.32711962,4.5313816,1.6902002,2.0082343,2.447207,2.9010851,3.9054067,1.4753397703170776,1.7820332,0.18108964,1.2013547,3.5693483,2.4625053,0.6899033,11.021012,2.5930974,4.904428,7.664927,8.960298,10.139495,1.1546990871429443,3.5693483,0.7503165,9.258648,0.37839225,0.33399135,1.0276798,1.1377348,1.0276798,5.892331,5.3513813,1.101086
euc1hh5l,3.1649241,4.0374517,5.6995406,6.661241,7.231144,8.135219,9.034084,1.6993294,2.6287792,0.9175749,0.3490498,6.2229123,2.570001,3.2350373,3.7386508,4.1122007,5.263109,0.4092041552066803,2.6287792,0.32674694,2.7379804,3.7225616,0.8291386,0.22273333,6.828316,3.6345868,4.1065984,4.8181615,5.3391647,6.381742,0.6171179413795471,3.7225616,0.35498136,3.3060098,2.6301653,1.0962578,0.41680187,6.9271913,2.5423744,3.1584482,3.934614,4.7183437,6.343506,1.0035239458084106,2.6301653,0.32826248,1.9324138,4.5589433,1.846355,0.40499625,9.034084,4.296105,6.007992,7.2270613,7.884887,8.544652,0.3734031915664673,4.5589433,0.64089394,3.9643793,0.17221284,0.26829165,0.999473,0.8165405,0.8165405,6.351341,7.189109,0.883467
f6a4fejg,0.99930364,2.0958803,3.2349203,3.835757,4.224472,4.868091,6.0533442,1.650625,1.5208199,1.4449482,0.9501113,6.0533442,1.0439807,2.3524952,3.6051018,4.643758,5.680475,1.0977413654327393,1.5208199,0.47128353,3.381576,1.3328673,0.98815393,0.7413746,4.7964854,0.97756565,1.853385,2.808458,3.2753048,4.4086394,1.2586040496826172,1.3328673,0.30803958,2.7733066,1.08915,0.9255922,0.8498299,4.607121,0.94060266,1.5720501,2.373002,2.9203458,3.8947768,1.0265710353851318,1.08915,0.2608932,2.2517097,1.4802278,1.31042,0.88528264,4.749204,1.0509654,2.5101857,3.51821,3.9072616,4.363846,0.6337808966636658,1.4802278,0.38026688,3.4852762,0.06586308,0.15220723,1.3963366,0.90044737,0.90044737,2.8536873,2.569378,1.110653
xaa2ilgb,3.2662792,4.5643077,7.045043,8.668926,9.387819,10.411819,12.216025,2.093976,3.016563,1.404848,0.46571147,10.44986,2.7581058,3.531811,4.7742534,5.706714,8.253634,1.5730942487716675,3.016563,0.42706668,2.687922,3.4137216,1.4509656,0.42503926,10.909506,3.0981903,3.896198,4.9669256,6.3431163,8.996846,1.9620336294174194,3.4137216,0.41828278,2.380291,3.3059568,1.7293968,0.52311534,11.539589,2.9063904,3.8405213,5.4318247,6.971085,9.611246,1.8092840909957886,3.3059568,0.48282912,2.293981,5.360072,2.3988693,0.44754422,12.216025,4.709781,7.045567,9.190728,9.891113,11.125537,0.6842076778411865,5.360072,0.8698477,6.771248,0.06176377,0.23703074,0.9124629,0.6368798,0.6368798,6.4302845,8.666029,0.7420105
0s0r2sds,4.281631,6.7314825,11.05867,12.79194,13.635893,15.478715,19.533764,3.6109223,6.843271,3.2000184,0.46761534,14.730458,5.6229672,9.106766,12.175921,13.090159,13.86598,0.7673932313919067,6.843271,1.1773993,9.725138,5.4243984,3.5976944,0.663243,17.299042,4.1335273,7.099789,11.360706,12.835575,15.45304,1.1515763998031616,5.4243984,1.1660069,12.208644,4.4282517,2.2618387,0.5107746,14.721245,3.6715372,4.836797,7.6547656,9.541656,12.609634,1.9610936641693115,4.4282517,0.6453839,5.246728,5.1035123,3.675709,0.72023124,19.533764,3.6813078,5.775694,10.637236,13.867738,17.383305,1.7467763423919678,5.1035123,0.9483306,14.532122,0.11565948,0.07084319,1.5453663,1.0628755,1.0628755,12.26767,9.531764,1.2870303
8b25sq8c,1.8162792,2.7414222,4.8748574,6.1530247,6.9567385,8.038434,8.854293,1.2901437,1.8925688,0.9854431,0.52069074,6.5033746,1.621669,2.0174441,3.0983238,4.0884748,5.8624225,2.1860899925231934,1.8925688,0.2823195,2.8676,2.6885438,1.4674551,0.54581785,7.830685,2.2892056,3.0805068,4.8794446,6.0519094,7.365759,1.4959996938705444,2.6885438,0.53073925,6.253858,1.8546695,0.7242953,0.39052528,5.868031,1.7297118,1.9641838,2.6876118,3.4340389,4.9029837,2.3300886154174805,1.8546695,0.2028218,2.0611787,3.202888,2.1442258,0.6694664,8.854293,2.31531,4.655454,6.690562,7.5713425,8.446135,0.8996763825416565,3.202888,0.73806024,7.686062,0.17375144,0.26657504,1.0204346,0.8394124,0.8394124,4.581113,5.0575576,0.9057955
royr6ccv,1.0752956,1.4736215,2.024952,2.4523733,2.7001245,2.9889297,3.217097,0.6763682,1.1248418,0.3379926,0.30048013,2.0897017,1.1127148,1.3689591,1.5842811,1.6908953,1.9064505,0.16929051280021667,1.1248418,0.16264479,1.0277882,1.5031924,0.60768735,0.4042645,3.0661643,1.3626257,1.9152944,2.429486,2.6746407,2.9698596,0.6356670260429382,1.5031924,0.21466978,1.5016614,0.9618404,0.41050833,0.42679465,2.2534823,0.88721496,1.181668,1.5442026,1.8070207,2.06906,0.7745082974433899,0.9618404,0.18828382,1.5062364,1.2716424,0.7480372,0.5882449,3.217097,1.0376103,1.6858194,2.5042188,2.8494914,3.1153045,0.8849573135375977,1.2716424,0.2149191,2.4946017,0.14396717,0.13870806,1.1694683,1.1820873,1.1694683,2.628034,2.2334828,1.1766529
cjwtl9tq,1.8107967,2.5395215,3.395055,3.9597561,4.32348,4.8099155,5.3342566,1.2076786,1.7549276,0.5774056,0.32901958,3.3563795,1.7140286,2.1134,2.5971837,2.80462,3.200952,0.43825364112854004,1.7549276,0.2621412,1.9538219,2.7635617,0.7578854,0.27424225,4.774901,2.7279162,3.2887037,3.8180017,4.051744,4.525803,0.29737046360969543,2.7635617,0.32088423,2.3847675,1.4441234,0.4687658,0.3246023,2.9876997,1.4252874,1.75741,2.0121462,2.2270722,2.7144709,0.41541045904159546,1.4441234,0.1776077,1.6610062,2.3101442,1.156925,0.50080204,5.3342566,1.9768116,3.093847,4.1291337,4.6010914,5.1573143,0.8081048130989075,2.3101442,0.31638303,3.8518336,0.22322375,0.23067635,1.21522,1.1962724,1.1962724,4.5184894,3.7542677,1.2035608
vdz4x1zh,1.9699469,2.5962126,3.3361652,4.002176,4.7173724,5.696394,7.1693177,1.1175809,2.0878534,0.7218015,0.34571466,4.586216,2.1070335,2.558136,2.9509242,3.3506422,3.949877,0.3538825809955597,2.0878534,0.3101018,1.453616,2.5556264,1.2628021,0.49412626,7.1693177,2.273045,3.0084128,4.3475747,5.3522906,6.619237,1.306266188621521,2.5556264,0.46169195,4.745504,1.812987,0.57819575,0.31891885,3.1457963,1.7997888,2.2017868,2.6558995,2.8200421,2.9718816,0.0001777780125848949,1.812987,0.22186245,1.658432,2.2228565,1.1502403,0.5174604,6.740689,1.8518677,2.8936248,3.8866343,4.621783,5.7468696,1.1714355945587158,2.2228565,0.3799876,3.7930965,0.10073759,0.10155735,1.1516098,1.1497037,1.1497037,4.64348,4.0358434,1.15056
qimqodpx,1.3376874,1.7357666,2.1822956,2.43619,2.5905082,3.2860081,5.1925573,0.74053645,1.2036055,0.39248767,0.3260933,2.571737,1.1949625,1.4838768,1.7170793,1.8478506,2.0618434,0.0953650027513504,1.2036055,0.19760938,1.2740483,1.3952404,0.61020863,0.43735015,2.5932677,1.386496,1.8844582,2.2337103,2.354785,2.5420973,0.024247484281659126,1.3952404,0.31489438,2.0624547,1.1589447,0.3868773,0.33381858,2.6530373,1.1437508,1.4010105,1.6112919,1.8574908,2.1919904,0.42557716369628906,1.1589447,0.19747081,1.3200945,1.8088411,0.66196,0.36595806,5.1925573,1.7233186,2.1649628,2.5813358,2.950777,4.009489,1.2690248489379883,1.8088411,0.32735208,4.0655394,0.073738456,0.21898359,1.0385357,0.77134496,0.77134496,2.598846,2.9677858,0.87568516
nf7c3dd0,0.8660526,1.5141696,2.6023035,3.3463945,3.8806238,4.704792,5.4925833,0.9750098,0.7374142,0.30433095,0.41270015,1.9134853,0.75132906,0.9475311,1.0904559,1.1827681,1.5340075,0.018002469092607498,0.7374142,0.13858211,1.0279341,1.1178036,0.7762607,0.69445175,2.9958537,0.9879516,1.735737,2.2612598,2.5113668,2.8192031,0.49410709738731384,1.1178036,0.2977083,2.2857811,0.7397752,0.396155,0.53550726,1.9536604,0.6983994,0.9361515,1.3063397,1.4940116,1.8793489,0.5751122236251831,0.7397752,0.11936893,0.8110988,1.9940647,1.3138847,0.65889776,5.4925833,1.8228915,2.890735,3.8773234,4.4999094,5.1886163,0.5277184247970581,1.9940647,0.44376433,3.3358593,0.20503761,0.45880136,0.99680847,0.56056535,0.56056535,1.8552177,2.73384,0.6786124
3uvulemx,4.3245583,6.492989,8.929752,10.16951,10.943369,11.995209,13.107945,3.3319864,4.2186637,1.3756922,0.32609668,8.885253,3.8105187,4.89561,6.2897115,7.132286,8.348038,1.1223974227905273,4.2186637,0.38200626,2.4804387,5.7483587,2.0635877,0.35898727,10.930184,5.512313,7.0966334,8.767534,9.576854,10.574819,0.3872354328632355,5.7483587,0.6964844,3.1262054,3.4764888,1.3704665,0.39420995,8.741182,3.091136,4.0687222,5.4589725,6.476552,7.9360385,1.3454554080963135,3.4764888,0.31022432,2.163461,6.6637464,3.0377066,0.45585567,13.107945,6.458838,9.154906,10.922355,11.745495,12.676363,0.17211352288722992,6.6637464,0.8559597,4.007183,0.15347564,0.3143179,1.213484,0.8626317,0.8626317,9.967022,10.140235,0.98291826
15z8vmuh,2.8832498,5.3206663,8.858989,11.061748,12.3448105,14.197918,16.062738,3.3872328,3.3707736,1.9799837,0.5873974,11.564344,2.708772,4.1848836,6.1611648,7.496758,9.922234,1.444398045539856,3.3707736,0.52299005,4.8873672,5.0662184,2.9204276,0.5764512,13.489199,4.40463,6.999263,9.434134,10.892692,12.739138,0.6939102411270142,5.0662184,0.9811088,8.27764,3.0015552,2.059889,0.68627393,11.7539015,2.3031993,3.5230672,5.8908763,7.5386877,10.518061,1.7967885732650757,3.0015552,0.5004243,4.9181986,4.9596353,4.204963,0.8478372,16.062738,3.1480682,7.707877,12.087061,13.650989,15.273441,0.9714967012405396,4.9596353,1.3285791,13.190054,0.20095372,0.24595319,1.123009,1.0214901,1.0214901,8.436992,7.96119,1.0597651
xid4n1u3,1.176599,2.5548317,4.6364617,5.769729,6.3656197,8.047748,10.781089,1.8176867,0.9284611,0.6277817,0.67615294,4.4629774,0.78522694,1.0394639,1.577457,2.1650636,3.5373187,2.458317756652832,0.9284611,0.16044918,1.1340675,2.1451123,1.3603861,0.6341795,6.2564874,1.7710338,2.9011083,4.3338404,5.0302787,5.8791575,0.9841280579566956,2.1451123,0.40995586,1.2689112,1.0204393,0.6902803,0.67645407,4.306213,0.92477494,1.2335231,1.8633579,2.4941564,3.5249734,1.5352282524108887,1.0204393,0.18975471,1.20733,3.3944643,2.212047,0.6516631,10.781089,3.0325227,4.93593,6.3503194,7.562154,9.338919,0.6916758418083191,3.3944643,0.655681,8.979956,0.39584258,0.53772974,0.9098641,0.6319443,0.6319443,3.0735734,4.4149036,0.6961813
493wxa73,2.3887506,3.3846133,4.8077807,5.8340015,6.51308,7.5011578,8.674525,1.6494492,2.0557597,0.63637686,0.309558,3.8969076,1.955087,2.457231,3.0054839,3.2586026,3.665186,0.5824662446975708,2.0557597,0.20746672,0.9071653,2.147848,0.7093867,0.33027792,4.017651,2.0752552,2.6258898,3.1531165,3.4484057,3.89817,0.42610472440719604,2.147848,0.22024956,1.2839804,2.5743582,1.191504,0.46283534,6.2863436,2.4037426,3.3452468,4.2719746,4.80728,5.8811235,0.7177115082740784,2.5743582,0.32846236,1.6400373,3.9066694,1.7734139,0.45394522,8.674525,3.6984763,5.083742,6.5082517,7.1943088,8.12413,0.41781148314476013,3.9066694,0.6001609,3.0914793,0.02190695,0.20557098,0.7985523,0.54979,0.54979,4.2036076,6.4810276,0.648602
jgzlma5u,4.890749,8.067298,12.396289,14.610881,15.895214,18.16342,20.383257,4.30791,4.562943,1.7740343,0.38879168,11.962599,4.1503367,5.1068993,6.9265223,8.317188,11.052503,1.6100488901138306,4.562943,0.42995244,2.7089357,7.4991684,3.0249789,0.40337524,15.1619835,6.8650804,9.630647,12.070959,13.113241,14.648066,0.48442044854164124,7.4991684,1.0636231,6.9174466,4.150663,1.2890395,0.3105623,10.470649,3.9346378,4.6373262,5.708581,6.720127,8.765382,1.5817148685455322,4.150663,0.32489875,2.3407946,9.10586,4.6877494,0.5148058,20.383257,8.3993635,12.933427,15.850431,17.372723,19.421846,0.4144062101840973,9.10586,1.3376,10.911642,0.2434255,0.3737931,1.0993288,0.82355416,0.82355416,12.062111,13.256523,0.9099
ofwb0hpm,0.9158648,1.875637,3.3538253,4.090862,4.430313,4.9038167,5.3113728,1.2936523,0.8167842,0.36515102,0.44705936,2.0426698,0.7382961,0.99179286,1.3225691,1.5512849,1.9297466,1.0406252145767212,0.8167842,0.10670666,0.7366925,2.6460695,1.2619634,0.47691995,5.3113728,2.5896747,3.595399,4.429014,4.777289,5.146652,0.14629356563091278,2.6460695,0.40571988,2.7377243,0.6643447,0.33959684,0.51117563,1.9321034,0.6029711,0.81335723,1.1649202,1.3698258,1.6855516,1.006617784500122,0.6643447,0.10049328,1.2281617,1.7572305,1.2501221,0.71141607,5.3002357,1.5172696,2.5289571,3.6864603,4.319287,4.932582,0.8013056516647339,1.7572305,0.34013492,2.5085166,0.5282595,0.4513119,1.2294585,1.5058181,1.2294585,3.4628537,2.4215753,1.4300004
nz1udbfw,2.6098602,3.729129,5.2773895,6.6737175,7.598218,9.162673,10.879717,1.6418402,2.571734,0.68776053,0.26743066,4.884761,2.4047403,2.9260452,3.583755,4.014213,4.6047125,1.0062248706817627,2.571734,0.18369764,1.033069,2.6642385,0.8818408,0.33099172,5.1943088,2.446604,3.1966214,3.9872413,4.428984,5.0155325,0.8557906150817871,2.6642385,0.26481897,1.4709567,2.3923101,0.7273627,0.30404198,4.76636,2.1821568,2.6928127,3.494577,3.9706364,4.4750714,1.0337965488433838,2.3923101,0.17974088,0.9913982,4.6239443,2.042358,0.44169173,10.879717,4.3588114,5.8163843,7.591521,8.590855,9.870563,0.7312185764312744,4.6239443,0.59389496,6.0031037,0.017667111,0.3180663,1.0750003,0.5761831,0.5761831,5.2359724,7.0162544,0.7462632
yjxrpj1e,7.1900835,11.530782,15.808613,18.384167,19.846935,22.466417,24.97391,6.490987,7.9514503,2.9899824,0.37602982,18.445267,7.0426946,9.5065155,12.507463,14.311652,17.006458,1.19003164768219,7.9514503,0.8080565,4.1492395,11.585957,4.611161,0.39799574,22.861094,11.557083,14.876256,17.856281,19.667475,22.030294,0.2155313342809677,11.585957,1.7352076,11.057842,6.0320897,2.6385279,0.4374152,17.921791,5.0128555,7.0240645,9.756262,11.859342,15.284594,1.737485408782959,6.0320897,0.61011803,3.0844371,9.875612,5.670591,0.57420146,24.97391,8.161631,14.044877,18.642586,20.659075,23.710835,0.7552676796913147,9.875612,1.4891496,11.838882,0.18602808,0.24161395,1.3181916,1.1731887,1.1731887,19.537407,15.9077015,1.2281729
pkyrybov,3.405348,5.406818,7.739629,9.084334,9.981443,11.149601,12.517176,2.9636695,3.4990299,1.4381042,0.41100082,8.160212,3.0471904,4.2830334,5.6758823,6.580871,7.7115483,1.110352873802185,3.4990299,0.37655538,1.5934215,5.1012034,1.9670992,0.38561472,10.124455,4.85949,6.484877,8.050884,8.75559,9.683998,0.46499472856521606,5.1012034,0.69498724,3.239554,2.7338307,1.0764877,0.3937653,7.5473027,2.4433293,3.0723372,4.2756605,5.005458,6.70074,1.7149590253829956,2.7338307,0.2491554,1.1669445,5.439964,2.9050624,0.5340224,12.517176,4.817266,7.7065687,9.954636,10.794614,11.894091,0.5447830557823181,5.439964,0.8269006,6.2456036,0.1862942,0.33107427,1.2799,0.93772745,0.93772745,8.600233,8.173795,1.0521713
akhejla0,3.2589343,4.8089323,6.5957313,7.5479364,8.173096,9.123676,10.3060465,2.657885,3.6782575,1.6113107,0.4380636,8.207716,3.346303,4.679635,6.174561,6.82186,7.648572,0.6748579740524292,3.6782575,0.45922133,2.4290645,3.6169074,1.5270245,0.42219067,8.23279,3.2869449,4.4632215,5.8141265,6.6640525,7.5917635,0.7746784090995789,3.6169074,0.45379698,2.7250783,3.1510203,1.8697034,0.5933644,8.875077,2.5528023,4.2370453,5.980756,7.12601,8.489517,1.0527583360671997,3.1510203,0.4340788,2.9148738,4.174196,2.33639,0.5597222,10.3060465,3.6061509,5.6625557,7.9202843,8.822879,9.779667,0.7494900822639465,4.174196,0.6564649,2.6441965,0.008409694,0.13967854,1.1673226,0.86649203,0.86649203,7.295165,7.3252163,0.9958976
gnzs43c5,1.5027446,1.9268492,2.3861156,2.6811154,2.8729725,3.128437,3.3970547,0.7320049,1.4447411,0.34721068,0.24032725,2.326831,1.4268318,1.6660236,1.9312829,2.0804806,2.2886407,0.31700435280799866,1.4447411,0.11935868,0.8992566,1.8416165,0.47031742,0.25538293,2.9710116,1.8605986,2.212784,2.4495459,2.5982285,2.8320725,-0.024103384464979172,1.8416165,0.17745306,1.2585393,1.2299838,0.34738666,0.2824319,2.3048217,1.2160623,1.4304812,1.6738456,1.8665737,2.1645515,0.41205430030822754,1.2299838,0.11047408,0.61531824,1.8707557,0.6616906,0.3537023,3.3970547,1.744519,2.3862658,2.8558404,3.019562,3.2683675,0.2891281247138977,1.8707557,0.2150858,1.6800556,0.12076452,0.2066513,1.1746018,0.9844239,0.9844239,3.2863576,3.1007395,1.0598625
ba75uuzp,3.9038863,7.0746813,10.916977,12.884056,13.942931,15.460577,17.049282,4.413438,3.6739142,1.8445767,0.502074,11.690623,2.9277368,4.1574693,6.4010143,7.836341,10.139446,1.8760895729064941,3.6739142,0.43040282,1.9483204,5.7672915,2.5941143,0.44979766,13.179441,5.116088,7.3318014,9.741108,11.003302,12.438943,0.7762137651443481,5.7672915,0.78571814,3.770426,3.4180121,1.7722243,0.5184956,11.502679,2.7399547,3.8331444,5.8593903,7.4692736,9.999768,2.0040292739868164,3.4180121,0.38237408,1.9301758,7.9953237,4.2514,0.53173584,17.049282,7.73975,11.553651,13.931894,14.958302,16.323267,0.19449016451835632,7.9953237,1.2478446,7.7816005,0.22172774,0.4010494,1.0748687,0.7213331,0.7213331,9.441206,11.413336,0.8272083
