uid,sx,sy,sz,pseudo_site,site_id
6khub2rt,2.46,2.46,2.46,2.5x2.5x2.5,7
soyg9zqy,2.46,2.46,2.46,2.5x2.5x2.5,7
ahulwjti,2.46,2.46,2.46,2.5x2.5x2.5,7
qwnrhzn4,2.46,2.46,2.46,2.5x2.5x2.5,7
kgeuidji,2.46,2.46,2.46,2.5x2.5x2.5,7
pnf8f3gr,2.46,2.46,2.46,2.5x2.5x2.5,7
94sz2kuu,2.46,2.46,2.46,2.5x2.5x2.5,7
oyc3rwqm,2.46,2.46,2.46,2.5x2.5x2.5,7
mu7jae58,2.46,2.46,2.46,2.5x2.5x2.5,7
huxg2myr,2.46,2.46,2.46,2.5x2.5x2.5,7
06nkwfg3,2.46,2.46,2.46,2.5x2.5x2.5,7
mwu4cfil,2.46,2.46,2.46,2.5x2.5x2.5,7
kjxjq5nv,2.46,2.46,2.46,2.5x2.5x2.5,7
8oga0x7z,2.46,2.46,2.46,2.5x2.5x2.5,7
cgdc5tao,2.46,2.46,2.46,2.5x2.5x2.5,7
1cjfx5li,2.46,2.46,2.46,2.5x2.5x2.5,7
kwe4bx4l,2.46,2.46,2.46,2.5x2.5x2.5,7
r9tjq8zg,2.46,2.46,2.46,2.5x2.5x2.5,7
vwwusxlm,2.46,2.46,2.46,2.5x2.5x2.5,7
t2pnjka3,2.46,2.46,2.46,2.5x2.5x2.5,7
4mqa78ra,2.46,2.46,2.46,2.5x2.5x2.5,7
pkianouo,2.46,2.46,2.46,2.5x2.5x2.5,7
f0onjpi1,2.46,2.46,2.46,2.5x2.5x2.5,7
63yk03o4,2.46,2.46,2.46,2.5x2.5x2.5,7
gkwwjwga,2.46,2.46,2.46,2.5x2.5x2.5,7
btgdjz0i,2.46,2.46,2.46,2.5x2.5x2.5,7
frml29q2,2.46,2.46,2.46,2.5x2.5x2.5,7
l48c1cqg,2.46,2.46,2.46,2.5x2.5x2.5,7
433e1i1p,2.46,2.46,2.46,2.5x2.5x2.5,7
0bq1s9ry,2.46,2.46,2.46,2.5x2.5x2.5,7
llwb7sjw,2.46,2.46,2.46,2.5x2.5x2.5,7
h55hewlg,2.46,2.46,2.46,2.5x2.5x2.5,7
je2ab2rv,2.46,2.46,2.46,2.5x2.5x2.5,7
ndfdw79w,2.46,2.46,2.46,2.5x2.5x2.5,7
cxz2ei92,2.46,2.46,2.46,2.5x2.5x2.5,7
12pgyme6,2.46,2.46,2.46,2.5x2.5x2.5,7
rpkzggm0,2.46,2.46,2.46,2.5x2.5x2.5,7
j36tcfkj,2.46,2.46,2.46,2.5x2.5x2.5,7
nawnga41,2.46,2.46,2.46,2.5x2.5x2.5,7
izxtnsrt,2.46,2.46,2.46,2.5x2.5x2.5,7
wlxdsc4e,2.46,2.46,2.46,2.5x2.5x2.5,7
5hrdu4xs,2.46,2.46,2.46,2.5x2.5x2.5,7
zjnvc7hr,2.46,2.46,2.46,2.5x2.5x2.5,7
6c2cu7on,2.46,2.46,2.46,2.5x2.5x2.5,7
z3jbck88,2.46,2.46,2.46,2.5x2.5x2.5,7
d0tgsiwg,2.46,2.46,2.46,2.5x2.5x2.5,7
0odwmqx5,2.46,2.46,2.46,2.5x2.5x2.5,7
ggomf9pm,2.46,2.46,2.46,2.5x2.5x2.5,7
l9ln1p0v,2.46,2.46,2.46,2.5x2.5x2.5,7
uh17j8qo,2.46,2.46,2.46,2.5x2.5x2.5,7
09vs9kkh,2.46,2.46,2.46,2.5x2.5x2.5,7
4a3yjtu7,2.46,2.46,2.46,2.5x2.5x2.5,7
fbmenui3,2.46,2.46,2.46,2.5x2.5x2.5,7
do7002g3,2.46,2.46,2.46,2.5x2.5x2.5,7
yu6vk0uc,2.46,2.46,2.46,2.5x2.5x2.5,7
c1m3o55i,2.46,2.46,2.46,2.5x2.5x2.5,7
xva1nkbt,2.46,2.46,2.46,2.5x2.5x2.5,7
fshb0oqv,2.46,2.46,2.46,2.5x2.5x2.5,7
shkoecub,2.46,2.46,2.46,2.5x2.5x2.5,7
ods1eeur,2.46,2.46,2.46,2.5x2.5x2.5,7
xhw0ic1l,2.46,2.46,2.46,2.5x2.5x2.5,7
7dypmlva,2.46,2.46,2.46,2.5x2.5x2.5,7
k9w9pfb3,2.46,2.46,2.46,2.5x2.5x2.5,7
hn14eb87,2.46,2.46,2.46,2.5x2.5x2.5,7
53ayeqah,2.46,2.46,2.46,2.5x2.5x2.5,7
thsjr0fz,2.46,2.46,2.46,2.5x2.5x2.5,7
auxbgk2w,2.46,2.46,2.46,2.5x2.5x2.5,7
bxanj4x5,2.46,2.46,2.46,2.5x2.5x2.5,7
a5xin9dl,2.46,2.46,2.46,2.5x2.5x2.5,7
5tgsq7ai,2.46,2.46,2.46,2.5x2.5x2.5,7
tmofmmwi,2.46,2.46,2.46,2.5x2.5x2.5,7
9s3w563b,2.46,2.46,2.46,2.5x2.5x2.5,7
tkf6xdn8,2.46,2.46,2.46,2.5x2.5x2.5,7
wwiif86l,2.46,2.46,2.46,2.5x2.5x2.5,7
thet25lz,2.46,2.46,2.46,2.5x2.5x2.5,7
se99f77l,2.46,2.46,2.46,2.5x2.5x2.5,7
u8el5015,2.46,2.46,2.46,2.5x2.5x2.5,7
oop767j2,2.46,2.46,2.46,2.5x2.5x2.5,7
dg1wjuii,2.46,2.46,2.46,2.5x2.5x2.5,7
ymyrsvzn,2.46,2.46,2.46,2.5x2.5x2.5,7
4regb1aj,2.46,2.46,2.46,2.5x2.5x2.5,7
o091c795,2.46,2.46,2.46,2.5x2.5x2.5,7
rlqiob0n,2.46,2.46,2.46,2.5x2.5x2.5,7
lw0vs52s,2.46,2.46,2.46,2.5x2.5x2.5,7
q3b9so0u,2.46,2.46,2.46,2.5x2.5x2.5,7
swbkok3q,2.46,2.46,2.46,2.5x2.5x2.5,7
pwbsf3q0,2.46,2.46,2.46,2.5x2.5x2.5,7
e27zeoqg,2.46,2.46,2.46,2.5x2.5x2.5,7
vzhqjy62,2.46,2.46,2.46,2.5x2.5x2.5,7
zeeqnsn2,2.46,2.46,2.46,2.5x2.5x2.5,7
s8nn16ux,2.46,2.46,2.46,2.5x2.5x2.5,7
f5gzpl1q,2.46,2.46,2.46,2.5x2.5x2.5,7
weehwjq4,2.46,2.46,2.46,2.5x2.5x2.5,7
ta5ivroc,2.46,2.46,2.46,2.5x2.5x2.5,7
vitwu3bf,2.46,2.46,2.46,2.5x2.5x2.5,7
xb4y4k7b,2.46,2.46,2.46,2.5x2.5x2.5,7
pgyvyv2g,2.46,2.46,2.46,2.5x2.5x2.5,7
qu7dknnc,2.46,2.46,2.46,2.5x2.5x2.5,7
ptkezjss,2.46,2.46,2.46,2.5x2.5x2.5,7
zwd0w9ry,2.46,2.46,2.46,2.5x2.5x2.5,7
79kvls9m,2.46,2.46,2.46,2.5x2.5x2.5,7
euswrgvz,2.46,2.46,2.46,2.5x2.5x2.5,7
9aawe429,2.46,2.46,2.46,2.5x2.5x2.5,7
omuwahk2,2.46,2.46,2.46,2.5x2.5x2.5,7
lslaym0w,2.46,2.46,2.46,2.5x2.5x2.5,7
bglmy62x,2.46,2.46,2.46,2.5x2.5x2.5,7
rw6tm2o0,2.46,2.46,2.46,2.5x2.5x2.5,7
4k0lthy2,2.46,2.46,2.46,2.5x2.5x2.5,7
5m8kb9w4,2.46,2.46,2.46,2.5x2.5x2.5,7
uov51zlb,2.46,2.46,2.46,2.5x2.5x2.5,7
oriq8hke,2.46,2.46,2.46,2.5x2.5x2.5,7
226parsg,2.46,2.46,2.46,2.5x2.5x2.5,7
70s1f537,2.46,2.46,2.46,2.5x2.5x2.5,7
ye0qzsa7,2.46,2.46,2.46,2.5x2.5x2.5,7
yvdqbsxl,2.46,2.46,2.46,2.5x2.5x2.5,7
ul6lgjlp,2.46,2.46,2.46,2.5x2.5x2.5,7
efjawshm,2.46,2.46,2.46,2.5x2.5x2.5,7
lfzkicwm,2.46,2.46,2.46,2.5x2.5x2.5,7
peqydbpg,2.46,2.46,2.46,2.5x2.5x2.5,7
vv4zwl3z,2.46,2.46,2.46,2.5x2.5x2.5,7
yt91qe37,2.46,2.46,2.46,2.5x2.5x2.5,7
qqyzqii4,2.46,2.46,2.46,2.5x2.5x2.5,7
w6ozx25q,2.46,2.46,2.46,2.5x2.5x2.5,7
brmqg1ve,2.46,2.46,2.46,2.5x2.5x2.5,7
d32lx2to,2.46,2.46,2.46,2.5x2.5x2.5,7
owt9nm3v,2.46,2.46,2.46,2.5x2.5x2.5,7
2p2tixc7,2.46,2.46,2.46,2.5x2.5x2.5,7
urvqt3g8,2.46,2.46,2.46,2.5x2.5x2.5,7
cd31nrxd,2.46,2.46,2.46,2.5x2.5x2.5,7
356wafft,2.46,2.46,2.46,2.5x2.5x2.5,7
ouhylu6k,2.46,2.46,2.46,2.5x2.5x2.5,7
7p9mda9o,2.46,2.46,2.46,2.5x2.5x2.5,7
ekntbz3m,2.46,2.46,2.46,2.5x2.5x2.5,7
55izolnn,2.46,2.46,2.46,2.5x2.5x2.5,7
txrgn74f,2.46,2.46,2.46,2.5x2.5x2.5,7
9yecazrp,2.46,2.46,2.46,2.5x2.5x2.5,7
9dxoq2vp,2.46,2.46,2.46,2.5x2.5x2.5,7
gstqmgvu,2.46,2.46,2.46,2.5x2.5x2.5,7
4isotn9u,2.46,2.46,2.46,2.5x2.5x2.5,7
zeryf099,2.46,2.46,2.46,2.5x2.5x2.5,7
2qc6dr08,2.46,2.46,2.46,2.5x2.5x2.5,7
cw2lbm2q,2.46,2.46,2.46,2.5x2.5x2.5,7
sq0p82kb,2.46,2.46,2.46,2.5x2.5x2.5,7
700ucrgb,2.46,2.46,2.46,2.5x2.5x2.5,7
93wkcs4k,2.46,2.46,2.46,2.5x2.5x2.5,7
ek4aegvf,2.46,2.46,2.46,2.5x2.5x2.5,7
q3jzr25m,2.46,2.46,2.46,2.5x2.5x2.5,7
df7fr91i,2.46,2.46,2.46,2.5x2.5x2.5,7
pwh0mx1e,2.46,2.46,2.46,2.5x2.5x2.5,7
gok01tnz,2.46,2.46,2.46,2.5x2.5x2.5,7
rf5a7qy8,2.46,2.46,2.46,2.5x2.5x2.5,7
yb7w8p74,2.46,2.46,2.46,2.5x2.5x2.5,7
mjdxo100,2.46,2.46,2.46,2.5x2.5x2.5,7
vhmygty3,2.46,2.46,2.46,2.5x2.5x2.5,7
addqhkga,2.46,2.46,2.46,2.5x2.5x2.5,7
d7x48wze,2.46,2.46,2.46,2.5x2.5x2.5,7
4ex6u86z,2.46,2.46,2.46,2.5x2.5x2.5,7
jq7w7jp6,2.46,2.46,2.46,2.5x2.5x2.5,7
1lfc1nlc,2.46,2.46,2.46,2.5x2.5x2.5,7
8jpr7vgr,2.46,2.46,2.46,2.5x2.5x2.5,7
f1hx6zdc,2.46,2.46,2.46,2.5x2.5x2.5,7
ujq6fx7x,2.46,2.46,2.46,2.5x2.5x2.5,7
jz6us7rp,2.46,2.46,2.46,2.5x2.5x2.5,7
422ta83r,2.46,2.46,2.46,2.5x2.5x2.5,7
t8cq1xgb,3.78,3.78,3.89,4.0x4.0x4.0,13
ngz6wmdw,3.86,3.86,3.89,4.0x4.0x4.0,13
0fgzvrct,3.89,3.9,3.89,4.0x4.0x4.0,13
lt4q9bc2,3.81,3.8,3.87,4.0x4.0x4.0,13
be3yqy5f,3.89,3.89,3.9,4.0x4.0x4.0,13
u7bfxq7b,3.87,3.88,3.89,4.0x4.0x4.0,13
zegbl2qg,3.89,3.89,3.9,4.0x4.0x4.0,13
v3dr2h2p,3.89,3.87,3.88,4.0x4.0x4.0,13
39yl9ue4,3.8,3.8,3.9,4.0x4.0x4.0,13
21vmefoz,3.75,3.74,3.87,4.0x3.5x4.0,12
tp7bd4w1,3.83,3.83,3.89,4.0x4.0x4.0,13
aragdx5o,3.89,3.89,3.89,4.0x4.0x4.0,13
31yhxso7,3.84,3.8,3.82,4.0x4.0x4.0,13
vbgr8w2m,3.87,3.86,3.88,4.0x4.0x4.0,13
aietdn1t,3.87,3.86,3.89,4.0x4.0x4.0,13
h1xjg2y8,3.89,3.87,3.88,4.0x4.0x4.0,13
rgybxkpm,3.84,3.83,3.88,4.0x4.0x4.0,13
21b07g2r,3.89,3.89,3.9,4.0x4.0x4.0,13
e6zvlhyl,3.85,3.85,3.87,4.0x4.0x4.0,13
2ld05nhq,3.9,3.86,3.87,4.0x4.0x4.0,13
r6f7qnez,3.88,3.89,3.88,4.0x4.0x4.0,13
w9heyce4,3.89,3.89,3.89,4.0x4.0x4.0,13
qgm5v2ww,3.89,3.89,3.89,4.0x4.0x4.0,13
g84d4r9v,3.84,3.85,3.89,4.0x4.0x4.0,13
4k00ilu6,3.75,3.8,3.83,4.0x4.0x4.0,13
vfua9bq1,3.86,3.87,3.88,4.0x4.0x4.0,13
btr23qiu,3.89,3.89,3.9,4.0x4.0x4.0,13
a08ekxdr,3.9,3.9,3.9,4.0x4.0x4.0,13
kz40aq15,3.88,3.89,3.88,4.0x4.0x4.0,13
o2nqw4c6,3.89,3.89,3.9,4.0x4.0x4.0,13
lbpj8t22,3.88,3.88,3.9,4.0x4.0x4.0,13
c50b8y5d,3.89,3.89,3.9,4.0x4.0x4.0,13
nwnguczh,3.89,3.87,3.88,4.0x4.0x4.0,13
9ier7u8h,3.77,3.79,3.88,4.0x4.0x4.0,13
0imjyjcm,3.89,3.89,3.89,4.0x4.0x4.0,13
rsezytkw,3.88,3.88,3.9,4.0x4.0x4.0,13
2837c6qc,3.86,3.89,3.87,4.0x4.0x4.0,13
6k8djzr5,3.78,3.79,3.89,4.0x4.0x4.0,13
swk8temp,3.86,3.88,3.87,4.0x4.0x4.0,13
xkc5i8xo,3.88,3.88,3.89,4.0x4.0x4.0,13
mxlvz4qk,3.86,3.86,3.9,4.0x4.0x4.0,13
e2gjr81b,3.9,3.9,3.9,4.0x4.0x4.0,13
mqf7zk94,3.88,3.88,3.9,4.0x4.0x4.0,13
yxfiblej,3.87,3.85,3.88,4.0x4.0x4.0,13
gublmntf,3.9,3.89,3.89,4.0x4.0x4.0,13
k7orfqla,3.83,3.83,3.9,4.0x4.0x4.0,13
09lzrk79,3.88,3.88,3.88,4.0x4.0x4.0,13
ufu6py06,3.89,3.89,3.89,4.0x4.0x4.0,13
ftlo4qdb,3.88,3.88,3.9,4.0x4.0x4.0,13
xvh7katq,3.86,3.87,3.89,4.0x4.0x4.0,13
ydshlv76,3.86,3.88,3.86,4.0x4.0x4.0,13
mf4nnkm9,3.89,3.89,3.9,4.0x4.0x4.0,13
5d0p92k3,3.89,3.88,3.89,4.0x4.0x4.0,13
8p6fvdhr,3.9,3.89,3.89,4.0x4.0x4.0,13
59c81do6,3.89,3.89,3.9,4.0x4.0x4.0,13
ouz1egnt,3.88,3.88,3.9,4.0x4.0x4.0,13
b34kuqaa,3.9,3.89,3.9,4.0x4.0x4.0,13
j84rx6pr,3.9,3.9,3.9,4.0x4.0x4.0,13
yiej9c0u,3.88,3.88,3.9,4.0x4.0x4.0,13
u5wryesu,3.86,3.86,3.9,4.0x4.0x4.0,13
4fcl5efj,3.88,3.9,3.89,4.0x4.0x4.0,13
p6mkt7s1,3.89,3.89,3.9,4.0x4.0x4.0,13
gd1t53yk,3.89,3.89,3.9,4.0x4.0x4.0,13
yydu3asn,3.88,3.89,3.88,4.0x4.0x4.0,13
rm6dfhg6,3.88,3.88,3.9,4.0x4.0x4.0,13
w3stt1eq,3.89,3.89,3.89,4.0x4.0x4.0,13
c37rln36,3.89,3.89,3.89,4.0x4.0x4.0,13
v1mzb3i4,3.86,3.85,3.88,4.0x4.0x4.0,13
fieecy2c,3.88,3.87,3.89,4.0x4.0x4.0,13
11bd2sce,3.89,3.89,3.89,4.0x4.0x4.0,13
jcy127h6,3.83,3.84,3.88,4.0x4.0x4.0,13
gmd478mf,3.87,3.87,3.89,4.0x4.0x4.0,13
s0iuduah,3.9,3.88,3.88,4.0x4.0x4.0,13
gk6t9dhs,3.88,3.84,3.86,4.0x4.0x4.0,13
znvp8gmn,3.86,3.86,3.89,4.0x4.0x4.0,13
hie9ede1,3.9,3.9,3.9,4.0x4.0x4.0,13
zublekvl,3.89,3.89,3.89,4.0x4.0x4.0,13
9ptk4gc4,3.89,3.86,3.86,4.0x4.0x4.0,13
ryg9rdpx,3.88,3.88,3.89,4.0x4.0x4.0,13
dfovd79c,3.87,3.87,3.9,4.0x4.0x4.0,13
9mv9e40k,3.89,3.89,3.9,4.0x4.0x4.0,13
zuj2xorv,3.89,3.88,3.89,4.0x4.0x4.0,13
ork1djrw,3.8,3.82,3.89,4.0x4.0x4.0,13
edbcy8ny,3.88,3.86,3.88,4.0x4.0x4.0,13
fwdc112h,3.88,3.87,3.87,4.0x4.0x4.0,13
xrjm4t8b,3.71,3.7,3.85,3.5x3.5x4.0,11
p6nlnqbu,3.89,3.87,3.88,4.0x4.0x4.0,13
4kzrezrd,3.89,3.89,3.9,4.0x4.0x4.0,13
yxyur4so,3.88,3.88,3.9,4.0x4.0x4.0,13
r8wm9lbb,3.9,3.9,3.9,4.0x4.0x4.0,13
4m0a6mdm,3.84,3.86,3.88,4.0x4.0x4.0,13
mmxixv6c,3.89,3.89,3.9,4.0x4.0x4.0,13
kmalq5u6,3.89,3.89,3.89,4.0x4.0x4.0,13
jzv9nou3,3.86,3.88,3.88,4.0x4.0x4.0,13
dyms1mwn,3.88,3.88,3.88,4.0x4.0x4.0,13
pr424tkb,3.84,3.84,3.89,4.0x4.0x4.0,13
9oi0d4dm,3.9,3.86,3.87,4.0x4.0x4.0,13
c2rh2xk2,3.89,3.89,3.89,4.0x4.0x4.0,13
pthowq1g,3.88,3.88,3.9,4.0x4.0x4.0,13
az5uh80q,3.89,3.89,3.89,4.0x4.0x4.0,13
7tw1puws,3.85,3.85,3.89,4.0x4.0x4.0,13
nffykpl3,3.84,3.8,3.85,4.0x4.0x4.0,13
cho3xjvo,3.83,3.82,3.89,4.0x4.0x4.0,13
egi3qupx,3.89,3.9,3.9,4.0x4.0x4.0,13
bfej2xg4,3.77,3.76,3.89,4.0x4.0x4.0,13
8ra4dv56,3.88,3.88,3.89,4.0x4.0x4.0,13
onxd70fe,3.9,3.88,3.89,4.0x4.0x4.0,13
07s387j5,3.88,3.87,3.9,4.0x4.0x4.0,13
ie3lvo0i,3.87,3.89,3.88,4.0x4.0x4.0,13
pfg8pjvr,3.85,3.85,3.89,4.0x4.0x4.0,13
n8lpy857,3.87,3.88,3.9,4.0x4.0x4.0,13
nz3a8v4x,3.88,3.88,3.89,4.0x4.0x4.0,13
7y2itl8n,3.88,3.88,3.9,4.0x4.0x4.0,13
3e54n6o9,3.89,3.89,3.9,4.0x4.0x4.0,13
jd3ih66w,3.89,3.9,3.89,4.0x4.0x4.0,13
51ob537q,3.84,3.84,3.9,4.0x4.0x4.0,13
o4z533zs,3.89,3.87,3.88,4.0x4.0x4.0,13
mv30qabx,3.84,3.83,3.88,4.0x4.0x4.0,13
w2eowlcf,3.88,3.86,3.87,4.0x4.0x4.0,13
s8314y2l,3.9,3.9,3.9,4.0x4.0x4.0,13
r0jy32ho,3.69,3.69,3.9,3.5x3.5x4.0,11
g585i87x,3.86,3.85,3.89,4.0x4.0x4.0,13
w69hzgop,3.88,3.88,3.9,4.0x4.0x4.0,13
jdn8ezp7,3.89,3.89,3.9,4.0x4.0x4.0,13
qyezg52k,3.86,3.89,3.87,4.0x4.0x4.0,13
re4v9kyp,3.89,3.89,3.9,4.0x4.0x4.0,13
ofkjw6ny,3.88,3.88,3.89,4.0x4.0x4.0,13
qaelyyzz,3.89,3.89,3.9,4.0x4.0x4.0,13
0jdcli69,3.88,3.88,3.9,4.0x4.0x4.0,13
78v0bjwk,3.87,3.87,3.9,4.0x4.0x4.0,13
on8uujs7,3.88,3.89,3.89,4.0x4.0x4.0,13
5eltfebe,3.87,3.87,3.89,4.0x4.0x4.0,13
5407k5w1,3.88,3.87,3.89,4.0x4.0x4.0,13
jl6l91f4,3.9,3.89,3.89,4.0x4.0x4.0,13
x2bfibjz,3.9,3.9,3.9,4.0x4.0x4.0,13
p97bmzrr,3.86,3.86,3.9,4.0x4.0x4.0,13
45ed5ggs,3.88,3.87,3.87,4.0x4.0x4.0,13
j6vv8suo,3.88,3.88,3.9,4.0x4.0x4.0,13
c1y5ayyo,3.9,3.9,3.9,4.0x4.0x4.0,13
v84fc3xq,3.88,3.89,3.89,4.0x4.0x4.0,13
8va8x8l0,3.89,3.89,3.9,4.0x4.0x4.0,13
08uhbxlb,3.86,3.87,3.89,4.0x4.0x4.0,13
c8nog85d,3.57,3.62,3.84,3.5x3.5x4.0,11
4f2k1xer,3.86,3.86,3.89,4.0x4.0x4.0,13
p3lyex3s,3.85,3.85,3.9,4.0x4.0x4.0,13
r5rup13w,3.88,3.88,3.9,4.0x4.0x4.0,13
ppbmqiyf,3.88,3.89,3.89,4.0x4.0x4.0,13
rwskp6rf,3.88,3.88,3.9,4.0x4.0x4.0,13
e64skbcb,3.86,3.86,3.89,4.0x4.0x4.0,13
dpdxujjc,3.9,3.86,3.87,4.0x4.0x4.0,13
sexggoc5,3.9,3.9,3.9,4.0x4.0x4.0,13
kvqywj85,3.86,3.88,3.89,4.0x4.0x4.0,13
gg0v5dta,3.88,3.87,3.87,4.0x4.0x4.0,13
egry58vr,3.89,3.88,3.88,4.0x4.0x4.0,13
w9myyoke,3.9,3.9,3.9,4.0x4.0x4.0,13
aea84hxx,3.88,3.87,3.87,4.0x4.0x4.0,13
pw2gkqra,3.9,3.88,3.88,4.0x4.0x4.0,13
ffz8q4vh,3.89,3.88,3.88,4.0x4.0x4.0,13
u4bawz94,3.89,3.89,3.9,4.0x4.0x4.0,13
0vtkrrvw,3.84,3.84,3.9,4.0x4.0x4.0,13
y3rztplc,3.79,3.73,3.84,4.0x3.5x4.0,12
6prr7mza,3.88,3.88,3.9,4.0x4.0x4.0,13
kgmih6mv,3.9,3.89,3.89,4.0x4.0x4.0,13
4xekz83y,3.87,3.88,3.89,4.0x4.0x4.0,13
0224wk0y,3.88,3.88,3.89,4.0x4.0x4.0,13
ehvdo9kh,3.87,3.87,3.89,4.0x4.0x4.0,13
ba5mf36b,3.88,3.87,3.88,4.0x4.0x4.0,13
cpweijmm,3.9,3.9,3.9,4.0x4.0x4.0,13
b5jfysyz,3.88,3.88,3.9,4.0x4.0x4.0,13
7pq4ddv2,3.89,3.88,3.89,4.0x4.0x4.0,13
83bdw56f,3.9,3.9,3.9,4.0x4.0x4.0,13
kps0dxme,3.89,3.89,3.9,4.0x4.0x4.0,13
4po1i3ms,3.85,3.85,3.88,4.0x4.0x4.0,13
dn1mxf1p,3.89,3.89,3.9,4.0x4.0x4.0,13
i2ooq42n,3.9,3.9,3.9,4.0x4.0x4.0,13
bfa37dl9,3.89,3.87,3.87,4.0x4.0x4.0,13
fc1xx6cw,3.89,3.9,3.89,4.0x4.0x4.0,13
zxskoytk,3.88,3.89,3.89,4.0x4.0x4.0,13
06akt7zq,3.88,3.89,3.89,4.0x4.0x4.0,13
ht2xz52o,3.79,3.78,3.89,4.0x4.0x4.0,13
hkbm00e9,3.89,3.89,3.9,4.0x4.0x4.0,13
kdts1fb2,3.89,3.89,3.9,4.0x4.0x4.0,13
vi109dcn,3.89,3.9,3.9,4.0x4.0x4.0,13
wmbxek0q,3.89,3.89,3.88,4.0x4.0x4.0,13
929u6wtv,3.86,3.86,3.89,4.0x4.0x4.0,13
mk2zyzsi,3.86,3.89,3.87,4.0x4.0x4.0,13
lu3ndz3c,3.85,3.85,3.89,4.0x4.0x4.0,13
c5rqnsvs,3.88,3.89,3.88,4.0x4.0x4.0,13
ojrpp7r9,3.87,3.88,3.89,4.0x4.0x4.0,13
3fezez5e,3.89,3.85,3.86,4.0x4.0x4.0,13
hr07n8vo,3.89,3.87,3.88,4.0x4.0x4.0,13
eubfn9kr,3.89,3.9,3.89,4.0x4.0x4.0,13
2fvb66h3,3.86,3.88,3.88,4.0x4.0x4.0,13
rem5puu6,3.89,3.89,3.9,4.0x4.0x4.0,13
2rzv1sqq,3.86,3.86,3.9,4.0x4.0x4.0,13
q5l2xoio,3.79,3.85,3.84,4.0x4.0x4.0,13
t860x5zu,3.89,3.89,3.89,4.0x4.0x4.0,13
2zueugwu,3.88,3.88,3.89,4.0x4.0x4.0,13
bugr6e7g,3.88,3.89,3.89,4.0x4.0x4.0,13
a2iz5p3v,3.9,3.9,3.9,4.0x4.0x4.0,13
ob5apo4l,3.87,3.88,3.85,4.0x4.0x4.0,13
jedgfjdl,3.89,3.89,3.89,4.0x4.0x4.0,13
ogwlacol,3.87,3.87,3.9,4.0x4.0x4.0,13
oln3eh1v,3.83,3.81,3.85,4.0x4.0x4.0,13
r1necqor,3.87,3.86,3.88,4.0x4.0x4.0,13
oi5j8yit,3.89,3.89,3.9,4.0x4.0x4.0,13
2kodwh8n,3.88,3.88,3.9,4.0x4.0x4.0,13
92tp6qaq,3.89,3.88,3.88,4.0x4.0x4.0,13
3k8a7rv4,3.89,3.87,3.88,4.0x4.0x4.0,13
nmwvsb0u,3.9,3.9,3.9,4.0x4.0x4.0,13
koefukpv,3.82,3.73,3.81,4.0x3.5x4.0,12
8lymj1qi,3.88,3.88,3.89,4.0x4.0x4.0,13
9mqvayxa,3.89,3.89,3.89,4.0x4.0x4.0,13
r6yo6z1t,3.89,3.88,3.88,4.0x4.0x4.0,13
2xcb3yym,3.84,3.84,3.9,4.0x4.0x4.0,13
33mg1zaq,3.88,3.88,3.89,4.0x4.0x4.0,13
7qhak7md,3.89,3.88,3.88,4.0x4.0x4.0,13
wkzirnk6,3.88,3.88,3.9,4.0x4.0x4.0,13
zhh3o5ur,3.85,3.85,3.89,4.0x4.0x4.0,13
txuyucec,3.88,3.87,3.89,4.0x4.0x4.0,13
juis2gy9,3.84,3.84,3.89,4.0x4.0x4.0,13
ytjuq7x7,3.89,3.89,3.9,4.0x4.0x4.0,13
b7p9jyqn,3.89,3.88,3.89,4.0x4.0x4.0,13
15ikpqah,3.9,3.9,3.9,4.0x4.0x4.0,13
cua09pci,3.89,3.88,3.88,4.0x4.0x4.0,13
flwdr3vw,3.88,3.88,3.89,4.0x4.0x4.0,13
mjdimbm2,3.87,3.86,3.89,4.0x4.0x4.0,13
71w1wudc,3.89,3.89,3.9,4.0x4.0x4.0,13
bl4ce7pk,3.85,3.88,3.87,4.0x4.0x4.0,13
wcyuknd1,3.84,3.83,3.88,4.0x4.0x4.0,13
ivxan25w,3.71,3.71,3.9,3.5x3.5x4.0,11
m72qlgdv,3.88,3.88,3.89,4.0x4.0x4.0,13
c2guwjp0,3.89,3.89,3.89,4.0x4.0x4.0,13
qi2clp81,3.85,3.87,3.88,4.0x4.0x4.0,13
l51flmna,3.88,3.88,3.89,4.0x4.0x4.0,13
vycs44ph,3.88,3.88,3.9,4.0x4.0x4.0,13
h62myz9v,3.9,3.9,3.9,4.0x4.0x4.0,13
lu8wpfq2,3.89,3.89,3.9,4.0x4.0x4.0,13
bhaiiwi0,3.77,3.87,3.8,4.0x4.0x4.0,13
8l0hg9nc,3.87,3.87,3.89,4.0x4.0x4.0,13
bekgv1bb,3.87,3.88,3.89,4.0x4.0x4.0,13
hg5zmtga,3.88,3.88,3.9,4.0x4.0x4.0,13
46ayn2d7,3.77,3.77,3.9,4.0x4.0x4.0,13
ki3x7995,3.84,3.88,3.86,4.0x4.0x4.0,13
5cf72gnn,3.81,3.8,3.88,4.0x4.0x4.0,13
v9ibwgt2,3.88,3.87,3.89,4.0x4.0x4.0,13
lb25485h,3.9,3.88,3.89,4.0x4.0x4.0,13
cqxcs1xs,3.89,3.89,3.89,4.0x4.0x4.0,13
rqlnzzrj,3.89,3.88,3.88,4.0x4.0x4.0,13
